id,shipment_id,order_item_id,quantity
"3824","4904","598","5"
"3825","3926","1293","14"
"3826","4447","4811","15"
"3827","3078","6399","6"
"3828","1661","7080","20"
"3829","1155","6589","12"
"3830","3565","4203","11"
"3831","3222","7031","6"
"3832","860","4538","18"
"3833","1799","4957","19"
"3834","219","6810","1"
"3835","2207","6581","2"
"3836","2779","6109","1"
"3837","1525","6789","5"
"3838","1068","4985","4"
"3839","3431","924","11"
"3840","3799","1655","2"
"3841","3890","361","5"
"3842","1077","1825","19"
"3843","1527","2493","1"
"3844","3045","6886","3"
"3845","356","4804","11"
"3846","4906","34","16"
"3847","2557","6860","3"
"3848","108","1674","15"
"3849","2672","230","13"
"3850","2491","7006","2"
"3851","2581","174","5"
"3852","4933","1368","15"
"3853","4292","5983","2"
"3854","1888","972","4"
"3855","4609","2283","18"
"3856","4095","525","13"
"3857","4995","3935","5"
"3858","869","2819","10"
"3859","2504","4071","10"
"3860","1685","6154","20"
"3861","3050","5179","3"
"3862","3267","4385","8"
"3863","820","4077","17"
"3864","3266","2142","12"
"3865","3745","4796","6"
"3866","3294","5067","9"
"3867","2007","620","16"
"3868","441","5619","2"
"3869","1333","485","10"
"3870","1314","5710","8"
"3871","1525","7408","12"
"3872","198","3870","13"
"3873","3869","1951","17"
"3874","2102","1741","14"
"3875","1810","3883","17"
"3876","2434","1198","18"
"3877","1497","6724","6"
"3878","1717","923","10"
"3879","2790","4825","5"
"3880","2650","5324","17"
"3881","3791","6449","14"
"3882","3539","6147","14"
"3883","4934","770","2"
"3884","1398","5529","11"
"3885","2836","6807","9"
"3886","3930","912","20"
"3887","2454","884","12"
"3888","305","1928","2"
"3889","4374","6863","7"
"3890","768","4361","4"
"3891","1760","4837","20"
"3892","1980","809","10"
"3893","772","1023","20"
"3894","795","7201","19"
"3895","4509","7274","14"
"3896","3844","6303","9"
"3897","2520","4552","3"
"3898","146","2335","15"
"3899","2032","6431","18"
"3900","3640","6521","4"
"3901","362","6748","8"
"3902","4448","6350","3"
"3903","2356","6399","9"
"3904","1977","3363","2"
"3905","1907","7470","15"
"3906","3847","114","3"
"3907","1195","2009","2"
"3908","2208","7418","18"
"3909","1000","1191","16"
"3910","1076","6020","4"
"3911","3404","2205","16"
"3912","701","1957","17"
"3913","1078","7433","2"
"3914","142","3851","4"
"3915","2002","2798","14"
"3916","169","911","10"
"3917","7","3312","8"
"3918","230","2222","17"
"3919","1","6057","6"
"3920","2162","5057","6"
"3921","4641","3113","9"
"3922","2913","5442","15"
"3923","4830","1500","13"
"3924","2084","2413","4"
"3925","2753","2201","6"
"3926","2853","786","10"
"3927","4883","1086","3"
"3928","3705","2339","2"
"3929","3657","2699","14"
"3930","1791","4853","7"
"3931","3913","5217","15"
"3932","2566","5870","15"
"3933","3441","4497","3"
"3934","4914","272","2"
"3935","4568","3687","19"
"3936","3653","3978","8"
"3937","3290","1555","18"
"3938","23","6448","14"
"3939","3395","2080","15"
"3940","2902","1829","3"
"3941","3563","5104","2"
"3942","3711","5501","4"
"3943","1941","3973","19"
"3944","2701","4979","1"
"3945","3338","5119","1"
"3946","2798","4458","20"
"3947","2369","5044","15"
"3948","1561","594","6"
"3949","4080","6425","18"
"3950","3771","3245","7"
"3951","4817","2795","3"
"3952","1773","3477","11"
"3953","4647","4810","18"
"3954","4647","6480","17"
"3955","1864","3317","12"
"3956","2622","157","9"
"3957","3577","5473","14"
"3958","3439","5196","2"
"3959","3258","7295","1"
"3960","367","3274","5"
"3961","4640","7013","6"
"3962","742","876","3"
"3963","4508","4232","18"
"3964","2246","774","13"
"3965","2503","3701","20"
"3966","1083","6030","16"
"3967","3759","637","20"
"3968","462","847","13"
"3969","2694","6279","11"
"3970","2582","7452","2"
"3971","781","1825","4"
"3972","3847","5950","13"
"3973","1543","3873","15"
"3974","1242","3846","7"
"3975","1686","6961","4"
"3976","4318","6738","7"
"3977","1984","7155","13"
"3978","262","799","7"
"3979","77","7421","12"
"3980","121","2331","13"
"3981","1720","585","12"
"3982","4085","7406","6"
"3983","3492","4568","1"
"3984","2637","2156","1"
"3985","4656","3832","14"
"3986","756","6117","1"
"3987","964","4181","13"
"3988","4050","5629","11"
"3989","3904","2998","8"
"3990","634","2182","17"
"3991","116","465","1"
"3992","174","5363","11"
"3993","3992","5935","18"
"3994","4008","5286","15"
"3995","4175","4876","7"
"3996","3807","2118","6"
"3997","2621","1894","14"
"3998","1396","3090","4"
"3999","2343","6939","19"
"4000","2896","7365","18"
"4001","4225","7238","14"
"4002","4285","6448","19"
"4003","4181","4465","18"
"4004","2992","4703","16"
"4005","206","1285","11"
"4006","196","816","11"
"4007","465","3536","4"
"4008","3478","1933","10"
"4009","2204","729","9"
"4010","4114","6945","7"
"4011","3323","871","5"
"4012","1215","6558","1"
"4013","2264","5906","19"
"4014","389","2273","4"
"4015","3744","3771","4"
"4016","419","4297","5"
"4017","3754","4063","18"
"4018","295","7401","7"
"4019","902","2156","20"
"4020","2037","3855","2"
"4021","4693","4854","12"
"4022","553","6003","16"
"4023","674","2442","4"
"4024","2186","5947","18"
"4025","1318","1418","1"
"4026","1816","4588","16"
"4027","1214","2128","19"
"4028","61","6083","20"
"4029","1449","4739","5"
"4030","1015","3000","19"
"4031","2955","5181","8"
"4032","2964","6847","11"
"4033","1356","3087","17"
"4034","3071","7472","1"
"4035","3728","6184","5"
"4036","2585","2026","12"
"4037","1436","326","16"
"4038","29","4947","16"
"4039","1925","5938","8"
"4040","1081","1086","12"
"4041","3404","6151","17"
"4042","4045","5990","18"
"4043","2614","725","20"
"4044","3582","4485","4"
"4045","4316","3228","8"
"4046","2157","4856","3"
"4047","898","1204","19"
"4048","3690","6197","20"
"4049","1080","7235","12"
"4050","137","15","9"
"4051","2220","4678","17"
"4052","1247","3706","8"
"4053","121","4100","12"
"4054","4475","7351","18"
"4055","4266","553","18"
"4056","1612","5862","11"
"4057","4724","6603","10"
"4058","404","1552","6"
"4059","1025","3883","4"
"4060","3808","4727","14"
"4061","2956","4479","15"
"4062","3252","2521","20"
"4063","3092","2220","2"
"4064","3486","1582","13"
"4065","2760","7493","7"
"4066","2908","17","18"
"4067","1850","4835","2"
"4068","4835","3617","12"
"4069","360","5076","13"
"4070","3964","1671","4"
"4071","1395","3593","6"
"4072","2287","1512","9"
"4073","4194","2800","3"
"4074","2081","539","5"
"4075","3526","273","15"
"4076","3326","5244","12"
"4077","3304","6675","17"
"4078","4300","5590","9"
"4079","4066","7254","6"
"4080","4997","832","16"
"4081","4198","6843","1"
"4082","322","3017","4"
"4083","2375","3070","10"
"4084","1397","3233","5"
"4085","4721","346","18"
"4086","81","2727","10"
"4087","2248","2363","18"
"4088","4552","7009","19"
"4089","2988","1637","1"
"4090","2299","6998","13"
"4091","1075","287","2"
"4092","3913","4484","12"
"4093","3768","5235","5"
"4094","3390","478","17"
"4095","2675","528","8"
"4096","1407","641","20"
"4097","3588","2885","12"
"4098","3231","25","14"
"4099","2213","3077","6"
"4100","239","3453","12"
"4101","1776","3355","2"
"4102","2662","20","20"
"4103","3390","1465","1"
"4104","2459","809","11"
"4105","483","1377","19"
"4106","4188","6384","13"
"4107","3491","4287","10"
"4108","2654","7418","7"
"4109","398","6484","4"
"4110","1331","3451","4"
"4111","679","1320","8"
"4112","1806","7302","19"
"4113","4271","1629","6"
"4114","2264","3982","13"
"4115","1035","5001","4"
"4116","1829","6106","17"
"4117","4174","716","6"
"4118","4712","3978","14"
"4119","225","6376","3"
"4120","3856","677","19"
"4121","4274","6530","14"
"4122","1480","483","18"
"4123","4139","5584","6"
"4124","1488","3408","14"
"4125","3999","5840","6"
"4126","1503","911","19"
"4127","1176","3010","5"
"4128","2164","314","18"
"4129","3818","1580","12"
"4130","496","3822","18"
"4131","465","4782","7"
"4132","3157","4628","5"
"4133","912","6653","1"
"4134","3703","4601","6"
"4135","4114","7438","16"
"4136","2000","4883","16"
"4137","582","1812","8"
"4138","4581","5825","17"
"4139","3709","3929","17"
"4140","1360","2969","18"
"4141","3418","1333","17"
"4142","2723","5330","4"
"4143","2032","909","20"
"4144","3246","791","19"
"4145","3891","1172","14"
"4146","1158","5354","9"
"4147","93","4195","1"
"4148","479","196","20"
"4149","2417","7222","3"
"4150","903","3084","13"
"4151","1410","1776","14"
"4152","4043","1679","4"
"4153","3661","168","18"
"4154","4524","4088","16"
"4155","1051","5172","6"
"4156","4799","6930","19"
"4157","2612","1311","4"
"4158","4430","1586","9"
"4159","355","3673","16"
"4160","1527","4564","10"
"4161","3214","5754","17"
"4162","1719","5504","10"
"4163","4549","1228","18"
"4164","4275","4445","2"
"4165","210","6582","9"
"4166","3543","6431","7"
"4167","1099","4287","6"
"4168","3106","7447","3"
"4169","3266","2463","1"
"4170","683","710","9"
"4171","4545","7285","1"
"4172","417","6789","1"
"4173","1698","3962","18"
"4174","3306","4169","12"
"4175","589","1770","7"
"4176","1333","341","8"
"4177","2669","4557","17"
"4178","4027","1064","19"
"4179","3306","5588","7"
"4180","2078","3591","3"
"4181","259","5329","3"
"4182","2467","5095","11"
"4183","1977","6380","18"
"4184","4133","5282","18"
"4185","134","5741","7"
"4186","3490","5114","3"
"4187","2368","5496","19"
"4188","4277","5165","13"
"4189","3230","7350","7"
"4190","2708","553","12"
"4191","535","2728","17"
"4192","1595","499","17"
"4193","3225","1942","14"
"4194","958","4162","15"
"4195","2112","5625","5"
"4196","3927","2582","4"
"4197","1893","5199","9"
"4198","373","4916","1"
"4199","4255","989","20"
"4200","55","6139","4"
"4201","4037","7438","16"
"4202","2367","4605","18"
"4203","938","323","16"
"4204","3522","2955","9"
"4205","3706","4708","7"
"4206","2053","5220","16"
"4207","3981","1961","1"
"4208","3060","1328","2"
"4209","1862","2048","13"
"4210","4123","6454","4"
"4211","382","2674","13"
"4212","454","2398","3"
"4213","1966","5505","12"
"4214","2933","851","20"
"4215","4447","1554","2"
"4216","4414","4895","6"
"4217","4550","143","3"
"4218","2143","3056","6"
"4219","424","3004","7"
"4220","3548","6966","17"
"4221","2578","6798","15"
"4222","2708","3432","1"
"4223","1134","4556","12"
"4224","4351","2125","12"
"4225","932","5332","19"
"4226","4995","7271","2"
"4227","3248","396","7"
"4228","485","4181","11"
"4229","1760","1462","17"
"4230","4991","4439","12"
"4231","4701","6080","4"
"4232","3627","6648","3"
"4233","3753","172","13"
"4234","3964","4625","13"
"4235","1393","7366","2"
"4236","3772","3782","5"
"4237","1231","7479","9"
"4238","3128","6710","6"
"4239","28","5592","1"
"4240","4196","3260","3"
"4241","3264","1610","1"
"4242","3762","211","14"
"4243","2974","2687","9"
"4244","4885","792","5"
"4245","2426","3725","10"
"4246","4775","3961","18"
"4247","3176","2904","4"
"4248","2282","7358","2"
"4249","1284","6262","2"
"4250","1296","10","3"
"4251","2703","4535","2"
"4252","2400","1635","16"
"4253","2395","6714","8"
"4254","3731","1917","3"
"4255","4478","5309","13"
"4256","1727","1385","16"
"4257","1745","2257","10"
"4258","4984","6732","2"
"4259","596","2594","19"
"4260","1628","5099","8"
"4261","2842","5519","9"
"4262","3332","3492","12"
"4263","4062","4710","14"
"4264","4730","5357","15"
"4265","3413","4195","10"
"4266","1848","3895","11"
"4267","3229","370","7"
"4268","2622","2006","8"
"4269","4040","5095","15"
"4270","1236","5256","19"
"4271","2043","6278","5"
"4272","551","1875","11"
"4273","165","4414","5"
"4274","356","1293","2"
"4275","2822","1756","15"
"4276","4603","3229","12"
"4277","627","5114","5"
"4278","4283","7098","19"
"4279","3750","3688","9"
"4280","336","4901","5"
"4281","3296","3144","16"
"4282","857","2554","2"
"4283","3013","6701","15"
"4284","2672","1933","16"
"4285","1193","3598","4"
"4286","3268","7012","9"
"4287","3055","4989","8"
"4288","118","2236","8"
"4289","4481","520","7"
"4290","3062","386","11"
"4291","2646","5579","18"
"4292","4217","6909","8"
"4293","2588","2054","19"
"4294","2462","3169","10"
"4295","1426","34","1"
"4296","1157","2560","18"
"4297","2703","4587","7"
"4298","4029","6936","18"
"4299","1938","7135","15"
"4300","3814","548","14"
"4301","2766","2999","15"
"4302","832","5834","4"
"4303","3620","4565","20"
"4304","529","2309","11"
"4305","2738","6871","17"
"4306","2248","4139","15"
"4307","6","5781","12"
"4308","1662","4896","14"
"4309","4420","7493","9"
"4310","938","6735","20"
"4311","4233","6704","15"
"4312","2363","1441","19"
"4313","4218","685","13"
"4314","2928","2677","5"
"4315","2596","5043","17"
"4316","2884","6006","5"
"4317","2757","3200","14"
"4318","3899","4529","16"
"4319","3951","6365","13"
"4320","581","784","9"
"4321","3638","2299","7"
"4322","4958","5187","5"
"4323","4159","637","4"
"4324","1974","7436","17"
"4325","3211","7421","12"
"4326","1788","645","8"
"4327","233","5117","10"
"4328","1369","275","8"
"4329","1952","1164","11"
"4330","4221","2504","7"
"4331","2299","186","1"
"4332","4833","1407","3"
"4333","4347","712","14"
"4334","4966","2719","13"
"4335","3573","3627","12"
"4336","1926","3561","20"
"4337","355","1033","7"
"4338","2328","3075","13"
"4339","3097","7083","11"
"4340","4414","1756","13"
"4341","704","6232","17"
"4342","1220","3524","20"
"4343","742","1174","8"
"4344","535","4859","20"
"4345","4992","6424","10"
"4346","1491","1215","18"
"4347","3450","4944","6"
"4348","3196","1212","9"
"4349","3464","582","11"
"4350","292","2405","15"
"4351","3610","2699","17"
"4352","1145","5322","2"
"4353","763","6851","14"
"4354","2878","3527","1"
"4355","4407","239","19"
"4356","1888","5934","8"
"4357","748","7475","19"
"4358","897","2816","7"
"4359","2735","1106","12"
"4360","3408","6303","3"
"4361","4596","7385","7"
"4362","2377","7268","18"
"4363","4885","6179","7"
"4364","438","3461","11"
"4365","4156","6782","7"
"4366","1220","428","17"
"4367","1305","223","15"
"4368","1521","7328","6"
"4369","4316","3063","20"
"4370","4297","2604","17"
"4371","3240","5326","19"
"4372","4461","1719","20"
"4373","4689","2476","10"
"4374","1794","1880","15"
"4375","4646","3185","17"
"4376","2401","3882","7"
"4377","1100","1730","3"
"4378","4004","2963","4"
"4379","2461","7134","4"
"4380","3226","522","1"
"4381","4039","5263","20"
"4382","2078","3826","7"
"4383","4066","6044","17"
"4384","3749","841","11"
"4385","2328","2037","13"
"4386","4098","7131","7"
"4387","4002","758","12"
"4388","2362","1446","10"
"4389","1743","4948","19"
"4390","4657","491","15"
"4391","2002","364","14"
"4392","1655","825","10"
"4393","2417","5535","11"
"4394","4879","1030","6"
"4395","1498","3296","2"
"4396","1360","5999","12"
"4397","2064","2023","2"
"4398","1853","4086","19"
"4399","1345","6836","18"
"4400","1750","2849","8"
"4401","3179","6900","6"
"4402","4197","585","10"
"4403","2550","3025","7"
"4404","2252","3173","9"
"4405","4849","6799","9"
"4406","1003","4627","13"
"4407","4708","2259","9"
"4408","998","3003","5"
"4409","3837","6483","2"
"4410","3346","3305","12"
"4411","3936","5442","7"
"4412","4411","6092","16"
"4413","3908","3839","8"
"4414","30","6172","19"
"4415","2267","62","6"
"4416","1475","5295","2"
"4417","1609","354","7"
"4418","919","3663","14"
"4419","2131","2789","16"
"4420","2067","7291","5"
"4421","1961","3298","14"
"4422","566","1783","16"
"4423","1505","1255","4"
"4424","2760","4210","18"
"4425","2081","360","3"
"4426","1021","5252","10"
"4427","2306","1619","20"
"4428","4187","4535","5"
"4429","1950","4130","13"
"4430","340","3636","2"
"4431","3419","5053","10"
"4432","2496","5590","5"
"4433","4631","6862","17"
"4434","1745","3818","11"
"4435","3040","1966","2"
"4436","759","2996","20"
"4437","3538","2505","15"
"4438","628","7496","19"
"4439","59","3","1"
"4440","113","4823","7"
"4441","3055","4844","2"
"4442","4046","1961","17"
"4443","540","1121","7"
"4444","2411","1032","15"
"4445","4086","2404","3"
"4446","2624","3454","15"
"4447","2211","6332","19"
"4448","2577","3311","11"
"4449","539","3787","17"
"4450","3362","1957","14"
"4451","3635","345","9"
"4452","1043","4873","15"
"4453","624","4184","12"
"4454","4111","6193","2"
"4455","4238","4447","7"
"4456","4053","5642","1"
"4457","3817","4729","3"
"4458","2177","974","10"
"4459","4049","6809","4"
"4460","621","5874","2"
"4461","4910","7030","17"
"4462","136","1417","17"
"4463","1306","6407","15"
"4464","636","3098","13"
"4465","3244","5394","4"
"4466","3118","2842","10"
"4467","3196","7261","5"
"4468","4348","3508","12"
"4469","3715","6698","13"
"4470","2038","196","19"
"4471","4700","4491","7"
"4472","4926","6773","17"
"4473","4376","6747","5"
"4474","2988","1562","17"
"4475","591","1625","15"
"4476","2595","5979","16"
"4477","2146","6964","15"
"4478","934","7004","13"
"4479","950","6314","15"
"4480","3692","2091","11"
"4481","3604","7486","2"
"4482","4910","6063","17"
"4483","4977","6735","15"
"4484","3441","4695","17"
"4485","3093","5228","9"
"4486","1628","1986","15"
"4487","659","2608","8"
"4488","1088","6906","15"
"4489","4397","855","8"
"4490","3250","294","1"
"4491","1578","7153","6"
"4492","2106","5673","9"
"4493","1559","970","8"
"4494","133","5814","5"
"4495","4988","246","2"
"4496","4856","1817","6"
"4497","1157","2957","11"
"4498","4217","5519","3"
"4499","3073","4845","10"
"4500","1814","3764","17"
"4501","4766","579","15"
"4502","2934","6713","9"
"4503","4750","5314","18"
"4504","1653","3370","13"
"4505","3187","2776","20"
"4506","3732","1298","4"
"4507","594","4752","11"
"4508","1382","1849","9"
"4509","3605","1427","19"
"4510","1093","3713","13"
"4511","915","4753","13"
"4512","3589","1649","19"
"4513","2523","826","8"
"4514","3463","2245","9"
"4515","3067","5552","8"
"4516","1985","3272","19"
"4517","1901","400","3"
"4518","617","2932","19"
"4519","3680","4262","19"
"4520","503","880","3"
"4521","4929","5564","17"
"4522","1999","3559","15"
"4523","2527","2275","15"
"4524","3572","6412","6"
"4525","1495","2507","11"
"4526","1855","3832","7"
"4527","1923","2044","8"
"4528","227","5894","2"
"4529","3085","7409","14"
"4530","4267","1827","12"
"4531","3916","3603","4"
"4532","263","4452","17"
"4533","1919","1226","1"
"4534","1267","5376","14"
"4535","3172","2351","1"
"4536","2678","625","4"
"4537","1357","2785","17"
"4538","1414","1225","17"
"4539","2709","4701","3"
"4540","80","2430","5"
"4541","276","7131","14"
"4542","4109","4416","6"
"4543","2577","3900","11"
"4544","1695","3261","17"
"4545","1504","6368","14"
"4546","4867","3776","18"
"4547","2201","6766","18"
"4548","4816","2442","19"
"4549","1150","6345","10"
"4550","1052","6058","15"
"4551","699","7467","6"
"4552","252","1572","20"
"4553","3171","1453","4"
"4554","3968","4648","11"
"4555","4863","1608","15"
"4556","4191","5742","12"
"4557","1496","4976","7"
"4558","1690","157","11"
"4559","4349","7322","20"
"4560","583","386","10"
"4561","4766","3019","1"
"4562","60","3655","12"
"4563","558","72","16"
"4564","1221","4022","9"
"4565","1933","6361","20"
"4566","2645","4333","8"
"4567","4012","6485","3"
"4568","2864","5231","20"
"4569","2695","5373","8"
"4570","3324","665","1"
"4571","4810","7134","13"
"4572","2625","4288","5"
"4573","1158","3080","10"
"4574","3949","556","1"
"4575","4369","2543","1"
"4576","2979","5739","13"
"4577","171","5241","4"
"4578","4720","2634","9"
"4579","3052","5410","10"
"4580","42","4032","4"
"4581","1520","3410","7"
"4582","1655","6933","9"
"4583","883","3566","7"
"4584","1543","2171","5"
"4585","2242","1073","2"
"4586","4814","494","10"
"4587","2540","4219","5"
"4588","3532","6315","14"
"4589","1605","6564","12"
"4590","346","933","14"
"4591","2382","3701","19"
"4592","3515","5644","9"
"4593","1895","5962","9"
"4594","2741","6784","7"
"4595","659","2711","15"
"4596","719","243","8"
"4597","3645","4220","7"
"4598","4113","2975","18"
"4599","246","2094","8"
"4600","2659","4502","5"
"4601","396","2023","20"
"4602","2277","2322","17"
"4603","1987","6362","10"
"4604","2711","4712","11"
"4605","4777","3341","18"
"4606","3045","3114","2"
"4607","965","3585","15"
"4608","494","4379","6"
"4609","1972","3508","15"
"4610","1638","3076","20"
"4611","2155","3937","14"
"4612","540","2621","17"
"4613","4016","2490","7"
"4614","2691","6068","10"
"4615","3069","5972","3"
"4616","4","4367","3"
"4617","2443","3517","20"
"4618","2766","1909","3"
"4619","1575","2388","17"
"4620","2241","2385","15"
"4621","4527","5931","18"
"4622","1140","1971","1"
"4623","4561","2072","16"
"4624","4011","405","10"
"4625","4137","902","3"
"4626","2039","6914","13"
"4627","3909","1759","5"
"4628","3752","7031","17"
"4629","3840","5401","9"
"4630","4551","5360","6"
"4631","344","5228","9"
"4632","4490","6697","9"
"4633","369","6443","8"
"4634","2720","6643","4"
"4635","2720","5028","18"
"4636","2925","5627","8"
"4637","3347","5818","7"
"4638","1667","3378","5"
"4639","3916","3157","18"
"4640","2526","4978","20"
"4641","3232","709","11"
"4642","2564","5850","1"
"4643","2603","3796","2"
"4644","1727","4575","7"
"4645","3710","1422","16"
"4646","2324","7223","6"
"4647","2583","4951","3"
"4648","1373","3666","14"
"4649","4943","323","15"
"4650","4382","3740","10"
"4651","513","5161","1"
"4652","4818","2200","16"
"4653","1211","5517","11"
"4654","1265","1580","16"
"4655","4141","947","2"
"4656","1589","4295","11"
"4657","942","2811","15"
"4658","1999","6824","12"
"4659","226","4567","9"
"4660","2169","4135","14"
"4661","936","2000","5"
"4662","4923","6162","9"
"4663","1174","5184","9"
"4664","794","438","18"
"4665","2885","5639","9"
"4666","4473","6463","14"
"4667","1848","7201","17"
"4668","188","1221","14"
"4669","1185","6197","6"
"4670","2701","6294","8"
"4671","2132","2750","1"
"4672","2812","3397","14"
"4673","2393","6066","9"
"4674","1327","6632","12"
"4675","23","6461","12"
"4676","4922","2","13"
"4677","15","1231","11"
"4678","1620","6138","20"
"4679","3985","3877","1"
"4680","1905","4500","17"
"4681","24","2631","5"
"4682","3377","3555","19"
"4683","3961","3609","17"
"4684","1385","2454","4"
"4685","266","5366","11"
"4686","4545","5311","10"
"4687","3527","5209","14"
"4688","2970","2322","7"
"4689","138","3713","11"
"4690","3460","4959","3"
"4691","2607","4531","7"
"4692","246","1891","8"
"4693","4083","1571","7"
"4694","4656","1421","20"
"4695","2517","5805","9"
"4696","1093","462","6"
"4697","2174","5599","5"
"4698","1201","394","18"
"4699","889","168","20"
"4700","1847","1385","19"
"4701","3495","703","19"
"4702","50","2269","4"
"4703","144","759","9"
"4704","4390","4606","19"
"4705","4111","4622","16"
"4706","4920","721","14"
"4707","4323","703","14"
"4708","497","4174","9"
"4709","1052","7213","20"
"4710","75","682","3"
"4711","3188","3128","10"
"4712","3018","3007","18"
"4713","3727","7411","9"
"4714","3974","5705","5"
"4715","3166","6399","16"
"4716","3733","271","9"
"4717","2238","6203","11"
"4718","2411","4250","7"
"4719","214","5520","2"
"4720","1467","3356","6"
"4721","964","302","18"
"4722","1814","1878","12"
"4723","1166","5142","14"
"4724","2990","2938","9"
"4725","569","7267","11"
"4726","3767","3233","5"
"4727","1256","3943","5"
"4728","4343","3041","13"
"4729","3301","5286","10"
"4730","4800","5398","4"
"4731","4312","6434","3"
"4732","1955","4713","10"
"4733","64","3022","19"
"4734","1459","236","9"
"4735","4923","651","2"
"4736","1485","7444","2"
"4737","878","6114","8"
"4738","936","3610","11"
"4739","4613","658","2"
"4740","3357","1700","6"
"4741","486","7071","13"
"4742","4232","3399","13"
"4743","3596","2254","7"
"4744","556","5860","11"
"4745","3695","3338","11"
"4746","4181","874","11"
"4747","1774","123","2"
"4748","4767","6933","3"
"4749","3015","7366","11"
"4750","4506","5681","1"
"4751","3444","3414","3"
"4752","1066","25","1"
"4753","1148","579","16"
"4754","2846","4037","13"
"4755","1621","6560","18"
"4756","4696","3158","4"
"4757","61","4851","18"
"4758","4294","1787","16"
"4759","3776","78","19"
"4760","3436","70","7"
"4761","3399","1793","1"
"4762","2606","4815","14"
"4763","1559","221","4"
"4764","2907","5461","2"
"4765","2721","4595","11"
"4766","1474","5069","16"
"4767","559","2955","15"
"4768","2165","3189","8"
"4769","1458","6791","6"
"4770","79","5280","18"
"4771","3417","835","1"
"4772","3884","3799","19"
"4773","89","7371","8"
"4774","1422","797","4"
"4775","3863","1723","1"
"4776","4415","2965","16"
"4777","1755","2809","7"
"4778","1550","2275","2"
"4779","2148","3411","4"
"4780","4580","5707","18"
"4781","1701","5527","8"
"4782","4539","455","11"
"4783","3225","5396","19"
"4784","4539","5759","12"
"4785","428","2334","18"
"4786","4586","3304","6"
"4787","1801","6489","14"
"4788","4602","2909","14"
"4789","3154","5954","6"
"4790","3751","3085","10"
"4791","4198","3956","20"
"4792","2942","7272","16"
"4793","4125","6340","19"
"4794","938","3062","13"
"4795","3760","626","15"
"4796","4272","5792","19"
"4797","3126","6514","10"
"4798","1340","3559","12"
"4799","1521","6843","15"
"4800","1373","6014","19"
"4801","2706","2825","17"
"4802","4620","4153","5"
"4803","2562","608","15"
"4804","2173","864","15"
"4805","2279","4092","18"
"4806","4322","4224","8"
"4807","2978","7073","7"
"4808","2994","724","7"
"4809","1031","2717","18"
"4810","1115","3622","3"
"4811","4790","2252","7"
"4812","4795","1181","16"
"4813","2026","4801","3"
"4814","2701","3905","4"
"4815","3019","4179","3"
"4816","3669","177","14"
"4817","88","6100","12"
"4818","4002","7306","1"
"4819","4422","524","13"
"4820","1921","6476","17"
"4821","3546","1330","6"
"4822","43","968","1"
"4823","3733","1475","11"
"4824","613","5691","17"
"4825","3417","6481","7"
"4826","4787","2755","15"
"4827","1875","4463","8"
"4828","193","4100","3"
"4829","1192","589","12"
"4830","2354","6837","14"
"4831","303","6828","8"
"4832","635","1206","1"
"4833","3055","415","9"
"4834","1210","1047","18"
"4835","2181","1416","12"
"4836","3924","3757","9"
"4837","4762","7253","15"
"4838","1674","5847","14"
"4839","2326","1260","11"
"4840","77","4853","1"
"4841","1600","5377","10"
"4842","410","4806","14"
"4843","4263","7182","1"
"4844","2835","6049","19"
"4845","3136","6504","4"
"4846","3360","4279","3"
"4847","439","793","2"
"4848","4689","2807","1"
"4849","2176","6728","7"
"4850","870","594","11"
"4851","4633","6041","4"
"4852","51","1738","9"
"4853","255","6879","18"
"4854","2831","4697","18"
"4855","2653","2759","10"
"4856","1774","6144","17"
"4857","1079","1278","3"
"4858","2070","1793","13"
"4859","2774","4638","3"
"4860","3579","5639","15"
"4861","650","2029","19"
"4862","3274","585","7"
"4863","4126","1755","18"
"4864","2058","2225","15"
"4865","3449","5442","11"
"4866","3730","7386","2"
"4867","2648","4985","8"
"4868","3009","3650","15"
"4869","2256","5679","7"
"4870","2320","358","6"
"4871","1043","5197","9"
"4872","1137","5128","7"
"4873","3738","6772","13"
"4874","3404","4556","15"
"4875","1057","3890","8"
"4876","4774","1051","9"
"4877","4103","3218","13"
"4878","4745","2073","20"
"4879","1475","3951","1"
"4880","640","993","8"
"4881","2277","6433","8"
"4882","400","7137","18"
"4883","4326","2660","5"
"4884","1165","5977","11"
"4885","4342","3283","2"
"4886","1167","1520","7"
"4887","1828","2015","17"
"4888","3707","805","12"
"4889","3443","7422","18"
"4890","3343","1759","3"
"4891","4443","1834","20"
"4892","2641","64","19"
"4893","1070","7472","3"
"4894","2817","4614","15"
"4895","1058","6732","7"
"4896","1338","2899","15"
"4897","855","6561","12"
"4898","1267","3340","3"
"4899","4937","1430","7"
"4900","534","1441","9"
"4901","201","3667","4"
"4902","2680","7444","1"
"4903","3473","4198","1"
"4904","2220","1624","13"
"4905","4848","2519","4"
"4906","689","4084","20"
"4907","4092","6164","4"
"4908","1165","6551","15"
"4909","1934","105","6"
"4910","3256","7266","6"
"4911","3012","4287","1"
"4912","4087","1855","3"
"4913","3183","1686","15"
"4914","4701","1735","17"
"4915","1634","4220","1"
"4916","1518","6881","18"
"4917","545","6115","12"
"4918","2803","2212","13"
"4919","2791","5594","17"
"4920","1495","7380","13"
"4921","4547","5440","15"
"4922","3015","3789","13"
"4923","3530","7010","9"
"4924","1153","701","5"
"4925","4200","5908","16"
"4926","767","3387","2"
